,Open,High,Low,Close,Adj Close,Volume
2023-01-03 09:30:00-05:00,130.27999877929688,130.89999389648438,125.2300033569336,125.45999908447266,125.45999908447266,27775505.0
2023-01-03 10:30:00-05:00,125.45999908447266,125.87000274658205,124.7300033569336,125.34500122070312,125.34500122070312,18104999.0
2023-01-03 11:30:00-05:00,125.3501968383789,125.37000274658205,124.3490982055664,124.66000366210938,124.66000366210938,11248777.0
2023-01-03 12:30:00-05:00,124.66000366210938,124.94000244140624,124.19000244140624,124.64990234375,124.64990234375,8860080.0
2023-01-03 13:30:00-05:00,124.6698989868164,125.0,124.19000244140624,124.56999969482422,124.56999969482422,8388062.0
2023-01-03 14:30:00-05:00,124.5780029296875,125.33000183105467,124.16999816894533,124.62000274658205,124.62000274658205,11718707.0
2023-01-03 15:30:00-05:00,124.62999725341795,125.41999816894533,124.625,125.0500030517578,125.0500030517578,10631332.0
2023-01-04 09:30:00-05:00,126.88999938964844,127.55500030517578,125.08000183105467,125.99829864501952,125.99829864501952,25459455.0
2023-01-04 10:30:00-05:00,125.98999786376952,127.5,125.33399963378906,127.37999725341795,127.37999725341795,11053975.0
2023-01-04 11:30:00-05:00,127.38999938964844,128.65570068359375,127.37999725341795,128.06500244140625,128.06500244140625,9666212.0
2023-01-04 12:30:00-05:00,128.0749969482422,128.22000122070312,126.93000030517578,127.26010131835938,127.26010131835938,5544069.0
2023-01-04 13:30:00-05:00,127.26499938964844,127.87000274658205,125.62000274658205,125.7249984741211,125.7249984741211,9752574.0
2023-01-04 14:30:00-05:00,125.72000122070312,126.8499984741211,125.37999725341795,125.83000183105467,125.83000183105467,10742232.0
2023-01-04 15:30:00-05:00,125.83989715576172,126.4800033569336,125.27999877929688,126.37999725341795,126.37999725341795,8384124.0
2023-01-05 09:30:00-05:00,127.12999725341795,127.7699966430664,125.31999969482422,126.7699966430664,126.7699966430664,21850724.0
2023-01-05 10:30:00-05:00,126.76000213623048,127.02999877929688,126.16000366210938,126.55989837646484,126.55989837646484,9990903.0
2023-01-05 11:30:00-05:00,126.5500030517578,127.08000183105467,126.1999969482422,126.5031967163086,126.5031967163086,7404291.0
2023-01-05 12:30:00-05:00,126.5,126.87000274658205,125.80010223388672,126.4800033569336,126.4800033569336,7045330.0
2023-01-05 13:30:00-05:00,126.48999786376952,127.04000091552734,125.80999755859376,125.88870239257812,125.88870239257812,6003993.0
2023-01-05 14:30:00-05:00,125.88999938964844,126.37999725341795,125.02999877929688,125.16000366210938,125.16000366210938,10075109.0
2023-01-05 15:30:00-05:00,125.16999816894533,125.3000030517578,124.76000213623048,125.0199966430664,125.0199966430664,9464321.0
2023-01-06 09:30:00-05:00,126.01000213623048,127.3499984741211,124.88999938964844,126.375,126.375,21496694.0
2023-01-06 10:30:00-05:00,126.375,128.0399932861328,126.34010314941406,127.24500274658205,127.24500274658205,10581541.0
2023-01-06 11:30:00-05:00,127.25,128.47999572753906,127.01000213623048,128.32989501953125,128.32989501953125,8905736.0
2023-01-06 12:30:00-05:00,128.3217010498047,128.39999389648438,127.77999877929688,128.25,128.25,6641033.0
2023-01-06 13:30:00-05:00,128.24000549316406,129.5500030517578,128.24000549316406,129.3350067138672,129.3350067138672,8218980.0
